product_category,fragility_score,sustainability_priority,durability_requirement,max_packaging_cost,material_cost,innovation_level,recommended
,,,,,0.9340847205312318,4,1
,,,,,0.734427519321971,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.478145978229218,2,0
,,,,,0.862872301923127,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7815642645810078,1,0
,,,,,0.6176081224346488,3,1
,,,,,0.3207007200379863,3,0
,,,,,0.7997647609254646,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7323957614916259,2,0
,,,,,0.6219431027129131,3,0
,,,,,1.0698996710774156,4,1
,,,,,0.8559781980304357,3,0
,,,,,1.0197753552574222,4,1
,,,,,0.8682990167438572,3,0
,,,,,0.3507675867672539,3,1
,,,,,0.8476789352960098,3,0
,,,,,0.5078702751232211,4,1
,,,,,0.6045044878239175,4,1
,,,,,0.4894896847041838,3,1
,,,,,0.946540802946592,3,0
,,,,,1.2427704728677516,4,1
,,,,,0.4782579491479814,4,1
,,,,,0.7361565855320245,4,0
,,,,,0.5585814859834933,3,1
,,,,,0.3745319593653173,3,1
,,,,,0.7420290120198827,4,0
,,,,,0.1949557864514073,3,0
,,,,,0.6474757133244557,4,1
,,,,,0.560971938288593,3,1
,,,,,0.6419823557489306,4,1
,,,,,0.5737384236412186,3,1
,,,,,0.8001747803259155,3,0
,,,,,0.3237849084943763,3,1
,,,,,0.7054254030951547,4,1
,,,,,0.901283638943178,3,0
,,,,,0.6300236959027926,4,1
,,,,,0.8834178629995055,4,1
,,,,,0.8905510447123063,4,1
,,,,,0.5207973636410225,3,0
,,,,,0.6707129047652385,3,1
,,,,,0.5766355391537282,3,1
,,,,,0.8537972350514655,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.21831728780730184,1,1
,,,,,0.8530996774728163,3,1
,,,,,0.7279589730386448,3,0
,,,,,0.4854118056147325,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.2792137575969855,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.2905017674268664,2,1
,,,,,0.8839006911949716,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.451567726118539,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5473683431199995,1,0
,,,,,0.7667560902853371,3,0
,,,,,0.3221960469032127,3,1
,,,,,0.6150629998665954,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.6888972166486391,1,0
,,,,,0.5669063762021738,4,1
,,,,,0.4756499083133949,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5339708882927554,1,0
,,,,,0.9999907031252387,3,0
,,,,,0.5677585917258374,3,1
,,,,,0.3205198385820662,3,1
synthetic_product,0.5,0.5,0.5,100.0,1.127302917481396,2,0
,,,,,0.7284128628724624,3,0
,,,,,1.0977944265050297,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.16753854733402002,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.4633120302651391,1,0
,,,,,0.780855628262698,3,1
,,,,,0.4643229132262538,3,1
,,,,,0.6876875200100844,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.09637036044939276,1,1
,,,,,0.3171344916241745,4,1
,,,,,1.0827957826046892,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5612894954939653,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.4203431719633999,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.6266825914508837,2,0
,,,,,0.3027878684724074,3,0
,,,,,0.8884382882477813,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.6045493291579795,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.41000876880398907,2,1
,,,,,0.5670171667314836,4,0
,,,,,0.9491266062415952,3,0
,,,,,0.3368792341279416,4,1
,,,,,0.8965751988803178,3,0
,,,,,0.359756637106624,3,0
,,,,,0.3368256287820915,4,1
,,,,,0.7530595937481565,3,1
,,,,,0.7886376207799283,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.9340847205312318,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.734427519321971,2,0
,,,,,0.8848413266087025,3,1
,,,,,0.359467909619738,3,1
,,,,,0.8547429697966562,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.6977647088610225,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.862872301923127,2,0
,,,,,0.920668947633236,3,0
,,,,,0.6104472082946862,3,0
,,,,,0.6917035601190161,3,1
,,,,,0.7738077872955953,3,0
,,,,,0.7306445838468901,3,1
,,,,,0.6879841440693242,3,1
,,,,,0.6684062310038559,3,1
,,,,,0.2716791836887767,3,1
,,,,,1.113528846751708,4,1
,,,,,0.8501416003149121,3,0
,,,,,0.6662265229900274,3,0
,,,,,0.3151399284448883,3,0
,,,,,0.990052245444565,3,0
,,,,,0.8660905117739858,3,1
,,,,,0.8774114505028401,3,1
,,,,,0.4581049425778371,3,1
,,,,,0.8300168641843465,3,1
,,,,,0.2798888159842156,3,1
,,,,,0.4134871929365766,3,0
,,,,,0.7901025401812379,4,0
,,,,,0.4803077774541957,4,1
,,,,,0.3936935319807058,3,1
,,,,,0.5442357061228272,3,0
,,,,,0.5168409574984288,3,1
,,,,,0.3225216121435067,3,1
,,,,,1.1100541258259946,3,0
,,,,,0.6197657776747358,4,1
,,,,,0.5012479373258065,3,1
,,,,,0.5336369792016545,4,1
,,,,,0.5254066042211715,3,1
,,,,,1.16101144613106,4,0
,,,,,0.5401554239803272,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5333146829121295,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.6176081224346488,2,1
,,,,,0.5044406430454043,3,1
,,,,,0.1534677824427236,3,1
,,,,,0.7137036120751666,4,1
,,,,,0.804961117242486,4,0
,,,,,0.6181401944001083,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.32070072003798633,2,0
,,,,,0.4355910428405886,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7997647609254646,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.7396578507772131,1,1
,,,,,0.6459901232315455,3,1
,,,,,0.4013500684604149,3,1
,,,,,0.9150402923562156,4,0
,,,,,0.7799939963662821,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6219431027129131,2,0
,,,,,0.4980005939006617,3,0
,,,,,0.6269121037809463,3,0
,,,,,0.9563139129548334,3,1
synthetic_product,0.5,0.5,0.5,100.0,1.0698996710774156,3,1
,,,,,0.3372126190221887,3,1
,,,,,1.0275805632499693,3,1
,,,,,0.5182729657296021,3,1
,,,,,0.5041203490524724,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5660863793642593,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.8559781980304357,2,0
synthetic_product,0.5,0.5,0.5,100.0,1.0197753552574222,3,1
,,,,,0.4751314538338694,3,0
,,,,,0.4568929719572659,3,1
,,,,,0.4468919657036128,3,0
,,,,,0.4186500447905961,3,1
,,,,,0.617543204812965,3,0
,,,,,0.5878115169602524,3,1
,,,,,0.9022005468018914,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.8682990167438572,2,0
,,,,,0.7355630962403191,3,0
,,,,,0.6591002828695529,3,1
,,,,,1.005281834137839,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.9838239577234617,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.23574088674672983,1,0
,,,,,0.3955857887991639,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.29116430066017124,1,1
,,,,,0.6731645819349233,3,1
,,,,,0.8235224558131918,4,1
,,,,,0.7916977943971263,3,0
,,,,,0.4197898152099262,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.3507675867672539,2,1
,,,,,0.5892325206443623,3,0
,,,,,0.3774413256233463,3,1
,,,,,0.5710479728392317,3,0
,,,,,0.769029903572129,3,0
,,,,,0.819731177852665,4,1
,,,,,1.0183427579737725,3,1
,,,,,0.7558844285786633,4,1
,,,,,0.5908482199850156,3,1
,,,,,0.8297482634468301,4,0
,,,,,0.7472190062068093,3,0
,,,,,0.3295816661989101,3,1
,,,,,1.0374413213505704,3,0
,,,,,0.7201202642513966,3,0
,,,,,0.4638842814923835,3,1
,,,,,0.2236126961413094,3,1
,,,,,0.5468088952941309,3,0
,,,,,0.6460677141024723,3,1
,,,,,0.6983474576169827,3,0
,,,,,0.8736958080241921,3,1
,,,,,0.6295695327465779,3,1
,,,,,0.5213702320944416,3,1
,,,,,0.7306542915845166,4,1
,,,,,0.3976065950302052,4,1
,,,,,0.5091124295057612,3,0
,,,,,0.8564559558056585,4,0
,,,,,0.548077339249643,3,1
,,,,,0.6780085320282655,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.8476789352960098,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.5078702751232211,3,1
,,,,,0.5300618331486545,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.6045044878239175,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.48948968470418386,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.946540802946592,2,0
synthetic_product,0.5,0.5,0.5,100.0,1.2427704728677516,3,1
,,,,,0.680085950104832,3,0
,,,,,0.8153888546280165,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.4782579491479814,3,1
,,,,,0.7730716596773646,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.7361565855320245,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5585814859834933,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.37453195936531736,2,1
,,,,,0.873310390783284,3,0
,,,,,0.6983348986648144,3,0
,,,,,0.94612989371407,3,1
,,,,,0.2276196120571715,3,0
,,,,,0.7585349547411312,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7420290120198827,3,0
,,,,,1.149192357480783,4,1
,,,,,0.5842497940232555,3,0
,,,,,0.4120008876057265,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.19495578645140732,2,0
,,,,,0.7617871439737869,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.25706609267436686,1,1
,,,,,0.8536601991146074,3,1
,,,,,0.8816199351719123,3,0
,,,,,0.7411502629864891,3,0
,,,,,0.8684476452044376,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6474757133244557,3,1
,,,,,0.4843905249475946,3,1
,,,,,0.8390778132500025,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.11097302382854737,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.6521215790702523,1,1
,,,,,0.7512433927425943,3,0
,,,,,1.0107956696734022,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.360805007998521,1,0
,,,,,1.1222383982540285,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.560971938288593,2,1
,,,,,0.3319357297644288,4,1
,,,,,0.3080181877533656,3,1
,,,,,1.051466710146863,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6419823557489306,3,1
,,,,,0.8011614502472326,4,1
,,,,,0.6337747523698588,4,1
,,,,,0.701322985996699,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7983173975712221,1,0
,,,,,0.781275243795634,4,1
,,,,,0.8969767320060775,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5737384236412186,2,1
,,,,,0.390552636297828,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.8001747803259155,2,0
,,,,,0.4641291487780559,4,1
,,,,,0.5758952928862332,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.3237849084943763,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.7054254030951547,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5841138553845666,1,1
,,,,,0.6081824005672354,3,1
,,,,,0.4399496862335976,3,0
,,,,,0.5201674617896441,3,1
,,,,,0.4086788863039729,3,0
,,,,,1.0037806546558583,3,1
,,,,,0.4989956725170869,4,1
,,,,,0.4222176879402978,4,1
,,,,,0.5911484936918654,3,0
,,,,,1.107784920018829,3,0
,,,,,0.8205112567523275,3,0
,,,,,0.5572647930763961,3,0
,,,,,0.781502331595554,4,1
,,,,,0.9044180118492346,3,0
,,,,,0.5645430435164212,4,0
,,,,,0.7004008899071248,3,1
,,,,,0.6625727504194986,3,0
,,,,,0.9359403766443724,3,1
,,,,,0.5962738788523447,3,1
,,,,,0.3058723786556279,3,1
,,,,,0.3653419415415415,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.901283638943178,2,0
,,,,,0.5236344686683397,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.6300236959027926,3,1
,,,,,0.8013315859019166,4,1
,,,,,0.8955508976072455,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.8479249612860094,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.8834178629995055,3,1
,,,,,0.9334244597457224,4,0
,,,,,0.8792348480389793,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.8905510447123063,3,1
,,,,,0.6102619852642661,3,0
,,,,,0.68502638436409,3,0
,,,,,0.5902399614501868,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5207973636410225,2,0
,,,,,0.7275137433933839,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6707129047652385,2,1
,,,,,0.7957043245410713,3,0
,,,,,0.550169378929661,3,1
,,,,,0.4450234081912753,3,0
,,,,,0.5899119463417944,3,1
,,,,,0.6666534772169985,3,0
,,,,,0.4316330742455848,4,1
,,,,,0.4058219882696764,3,1
,,,,,0.7947531498391373,4,0
,,,,,0.3743677128883956,4,1
,,,,,0.8654405436092896,3,0
,,,,,0.7181035148037678,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.9579084619602598,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.6050513853990128,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.5766355391537282,2,1
,,,,,0.5528478987207434,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.8537972350514655,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.6006603035542222,1,1
,,,,,1.1408373138378165,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.8530996774728163,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.7279589730386448,2,0
,,,,,0.6282136239988343,3,1
,,,,,0.8512789807081027,4,1
,,,,,0.9652073849513316,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.4854118056147325,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.8321623527902765,1,1
,,,,,0.8568763699287648,4,0
,,,,,0.652573929426477,3,1
,,,,,0.4397284952468965,3,1
,,,,,0.4746615316362558,3,1
,,,,,0.5466144584724979,4,0
,,,,,0.8295786392305783,4,1
,,,,,0.6928479488898244,3,1
,,,,,0.9331668766677392,4,1
,,,,,0.63059864206796,3,0
,,,,,0.5990222963016163,3,0
,,,,,0.7882034130414192,4,1
,,,,,0.4396955381061061,3,1
,,,,,0.3051245509362394,3,0
,,,,,0.6586415000411627,4,0
,,,,,1.0989997116998542,3,0
,,,,,0.6164158423889863,4,1
,,,,,0.8925551940797595,4,0
,,,,,0.8567825146025698,3,0
,,,,,1.1996946713457235,4,0
,,,,,1.0347061438778216,4,0
,,,,,0.4093921080684855,3,1
,,,,,0.7457694270712905,3,1
,,,,,0.8801063857886308,3,0
,,,,,0.3521096901918971,3,0
,,,,,0.6536997057905634,3,0
,,,,,0.8157914580402006,3,1
,,,,,0.5178225887535913,3,1
,,,,,0.9749607101542108,3,0
,,,,,0.9945970375627649,3,1
,,,,,0.1840432829334607,3,1
,,,,,0.4425305046753529,4,0
,,,,,0.2371197224975746,3,1
,,,,,0.7484229601839967,3,1
,,,,,0.2515477913689133,3,1
,,,,,0.2918641816065153,3,0
,,,,,0.5300641364773113,4,0
,,,,,0.6176243064323099,3,1
,,,,,0.7924855532919487,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.938524649912413,1,1
,,,,,0.9541470952277116,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.8839006911949716,2,1
,,,,,0.7687488334992356,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5667769137533638,1,1
,,,,,0.3728801185351299,4,0
,,,,,0.6678013473437283,3,1
,,,,,0.669529795358098,3,0
,,,,,0.8923981041989166,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6297591264375013,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.7667560902853371,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.32219604690321274,2,1
,,,,,0.8028948632050497,4,1
,,,,,1.1531811097929836,3,0
,,,,,0.2937613149261254,3,0
,,,,,0.4400680342471229,4,1
,,,,,0.7515838023042294,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.6150629998665954,2,1
,,,,,0.6392017715251059,4,1
,,,,,1.000244155126477,4,1
,,,,,0.8086401362132853,3,0
,,,,,1.082441150761942,4,0
,,,,,0.5055339397267387,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.8451912152064016,1,1
,,,,,0.8033571443034627,3,1
,,,,,0.7014388171025933,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5669063762021738,3,1
,,,,,0.5667728565102639,3,0
,,,,,0.3900449649954421,3,0
,,,,,0.8495729133424283,4,1
,,,,,0.8001830081893009,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.4756499083133949,2,1
,,,,,0.8094059672003573,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.7967572364170077,1,0
,,,,,0.5798053114985452,4,1
,,,,,0.7142961590500965,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.9999907031252389,2,0
,,,,,0.8156087024839712,4,0
,,,,,0.462356863691259,4,1
,,,,,0.8852753259176639,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.5677585917258374,2,1
,,,,,1.0043027820911323,4,1
,,,,,0.9955865185075616,4,0
,,,,,0.9002138025750466,4,0
,,,,,0.603869770468848,3,1
,,,,,0.8174161422339331,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.32051983858206623,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.15866845217514552,1,0
synthetic_product,0.5,0.5,0.5,100.0,0.7284128628724624,2,0
,,,,,1.0976531686750182,3,0
,,,,,0.683564198763416,4,0
synthetic_product,0.5,0.5,0.5,100.0,1.0977944265050297,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.5291796618113498,1,0
,,,,,0.9302902164342688,3,1
,,,,,0.6415185003783955,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.24188047278515012,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.780855628262698,2,1
,,,,,0.8841377024430207,3,0
,,,,,0.7737226043460693,3,1
,,,,,0.83893237737155,3,0
,,,,,0.7433962571133674,3,1
,,,,,0.998688157635948,4,1
,,,,,0.8980638446996447,3,0
,,,,,0.3012483289276121,4,0
,,,,,0.6481943888665936,3,0
,,,,,0.7732350418770841,3,0
,,,,,0.7510986013629694,3,0
,,,,,0.359080513575898,3,1
,,,,,0.6280653424804066,3,0
,,,,,0.4785189594464816,4,1
,,,,,0.7359913706131569,3,1
,,,,,0.9572332773955632,4,1
,,,,,0.7861974513996635,4,1
,,,,,0.3641068049721924,4,1
,,,,,1.013137421884113,4,1
,,,,,0.4019995090825716,3,1
,,,,,0.8146241660109199,3,0
,,,,,0.5891488107358908,4,1
,,,,,1.1100362490474014,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.4643229132262538,2,1
,,,,,0.2855231198571373,4,1
,,,,,0.9427449698955122,3,0
,,,,,0.8858952625859281,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.6876875200100844,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.8035858623096126,1,0
,,,,,0.5945203060755582,4,1
,,,,,0.723125634936404,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.31713449162417456,3,1
synthetic_product,0.5,0.5,0.5,100.0,1.0827957826046892,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.6276530655171835,1,0
,,,,,0.5945299229251085,3,1
,,,,,1.03173034991076,3,0
,,,,,0.3059053646958724,3,1
,,,,,0.8406480847268102,3,0
,,,,,0.734189613604584,3,1
,,,,,0.7856692514634062,4,0
,,,,,0.6873607308327285,4,0
,,,,,0.4715779376151512,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.7785361270602843,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.36864353094911045,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.30278786847240746,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.8884382882477813,3,0
,,,,,1.0108498596010758,3,0
,,,,,0.9502814819949832,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.5586464578164178,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.8056535010846192,1,1
,,,,,0.4896211143085821,4,1
,,,,,0.536902489752055,3,0
,,,,,0.635374958392309,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5670171667314836,3,0
,,,,,0.7430017708904294,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.9491266062415952,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.33687923412794163,3,1
,,,,,0.6941698659724168,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.8965751988803178,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.359756637106624,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.33682562878209155,3,1
,,,,,0.3300068641838648,4,1
,,,,,0.8833095929559238,3,1
,,,,,0.4821721787701492,4,0
,,,,,0.6322575840632413,4,0
,,,,,0.8618463432974672,3,1
,,,,,0.5435285741191039,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.7530595937481565,2,1
,,,,,0.3106998125038292,3,0
,,,,,0.4086877772883485,3,1
,,,,,0.8321479181539031,3,0
,,,,,0.978323424866252,3,0
,,,,,0.5198396883033245,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.7886376207799283,2,1
,,,,,1.0964631270033671,4,0
,,,,,0.5678837734023413,3,1
,,,,,0.4436283556745713,3,0
,,,,,0.652542924969353,3,0
,,,,,0.2819093446755574,3,1
,,,,,0.7727224489072538,3,1
,,,,,0.7883787559630147,3,0
,,,,,0.3837586383183541,3,1
,,,,,0.4482053910452092,3,1
,,,,,0.588429786609278,3,1
,,,,,0.45468922726283,3,1
,,,,,0.8711972464633498,3,0
,,,,,0.3728044587761798,4,1
,,,,,0.9810643543579656,4,0
,,,,,1.0592926108413026,4,1
,,,,,0.9904856159339092,4,1
,,,,,1.067627113417307,3,0
,,,,,0.8632760486906892,3,0
,,,,,0.3910831775276885,4,1
,,,,,0.4840829118450044,4,1
,,,,,0.8947589891017146,3,0
,,,,,0.8533600205616685,3,0
,,,,,0.85171550659917,4,0
,,,,,0.654862591740948,4,0
,,,,,0.8118875128702581,3,0
,,,,,0.2665222821438285,4,1
,,,,,0.4943673381959925,3,1
,,,,,0.9535328679073172,3,1
,,,,,0.5354211187254125,4,0
,,,,,0.5273163034119523,3,0
,,,,,0.7407424174998045,3,0
,,,,,0.2248798067895208,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.9292522934318609,1,1
,,,,,0.5513091947431791,3,1
,,,,,1.0770543977820022,3,0
,,,,,1.1043893927636546,3,1
synthetic_product,0.5,0.5,0.5,100.0,0.5403033687412647,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.8848413266087025,2,1
,,,,,1.034588772063895,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.35946790961973807,2,1
synthetic_product,0.5,0.5,0.5,100.0,0.8547429697966562,3,0
,,,,,1.0168932241633866,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5692463608307724,1,0
,,,,,0.9301341420403372,4,1
,,,,,1.074321448693496,4,1
,,,,,0.8754456679514371,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.14750301514157718,1,1
,,,,,0.5077550659442543,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.7982558692614266,1,1
,,,,,0.3137581261470977,3,1
,,,,,0.3263401088865241,3,1
,,,,,0.7159495446499474,3,0
,,,,,0.5766249438442976,3,1
,,,,,0.5789343623744184,3,1
,,,,,0.9292997773699246,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.9206689476332361,2,0
synthetic_product,0.5,0.5,0.5,100.0,0.6104472082946862,2,0
,,,,,1.145757677091292,4,1
synthetic_product,0.5,0.5,0.5,100.0,0.9269681329682121,1,0
,,,,,0.6451345508741689,4,1
,,,,,0.6117436365751663,3,0
,,,,,1.0537658888935122,3,0
,,,,,0.7200371197525733,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.5778313361291619,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.6917035601190161,2,1
,,,,,0.4225905571699457,3,1
,,,,,0.1219459589410166,3,1
,,,,,0.9786999812677388,3,0
,,,,,1.0498411040986335,3,1
,,,,,0.7501531036586925,3,0
,,,,,0.4937664154796516,4,0
,,,,,0.503962761983454,3,1
,,,,,0.6700855295354551,3,0
synthetic_product,0.5,0.5,0.5,100.0,0.5872849829444208,1,0
,,,,,0.6586524648514906,3,1
,,,,,0.8607966453252776,3,0
,,,,,0.986326354854062,4,0
synthetic_product,0.5,0.5,0.5,100.0,0.35418171943450494,1,1
synthetic_product,0.5,0.5,0.5,100.0,0.7738077872955953,2,0
,,,,,0.4521471648160421,4,1
,,,,,0.6685360450710606,3,0
,,,,,0.8303365616539495,4,1
,,,,,0.591506325315165,3,0
,,,,,1.04768371058162,4,0
,,,,,0.9550093795581778,3,0
,,,,,0.7928669293267754,3,1
,,,,,0.4681734334989772,4,1
,,,,,0.9117877681480944,3,1
,,,,,0.7613453802105264,4,1
,,,,,0.8829195209366472,3,1
,,,,,0.943813019564558,3,0
,,,,,0.3478204860978396,3,1
,,,,,0.7559513620664945,3,1
,,,,,1.099471250168354,3,1
,,,,,0.793483634288008,4,0
,,,,,0.4777709895109597,3,0
,,,,,0.7499652632910683,3,1
,,,,,0.6293336801763096,4,1
,,,,,0.9748216301879562,3,1
